,run,epoch,train loss,train acc,valid loss,valid acc,hidden_units,dropout,num_classes,lr,batch_size,n_epochs
0,1,1,0.8853485135154592,0.7444444444444445,0.4548930674791336,0.865,256,0.4,4,0.001,25,40
1,1,2,0.34334387278391254,0.8811111111111111,0.4301460199058056,0.885,256,0.4,4,0.001,25,40
2,1,3,0.2232387869929274,0.9216666666666666,0.6484306436032057,0.9,256,0.4,4,0.001,25,40
3,1,4,0.2313971681546213,0.9233333333333333,0.6670604180544615,0.89,256,0.4,4,0.001,25,40
4,1,5,0.19348572667998573,0.9394444444444444,0.6199246719479561,0.865,256,0.4,4,0.001,25,40
5,1,6,0.16449238970461819,0.9438888888888889,0.40943564038025215,0.92,256,0.4,4,0.001,25,40
6,1,7,0.12150384809097482,0.9594444444444444,0.7886160857160576,0.91,256,0.4,4,0.001,25,40
7,1,8,0.15412174733743692,0.95,0.5828860606998205,0.875,256,0.4,4,0.001,25,40
8,1,9,0.1271455377282109,0.9577777777777777,0.5939525202848017,0.93,256,0.4,4,0.001,25,40
9,1,10,0.08464841843265782,0.9733333333333334,1.1498600405466277,0.885,256,0.4,4,0.001,25,40
10,1,11,0.08323275266229757,0.975,0.6954500050633214,0.91,256,0.4,4,0.001,25,40
11,1,12,0.1070379259742064,0.9688888888888889,0.8577836924232543,0.88,256,0.4,4,0.001,25,40
12,1,13,0.09649657317034628,0.9733333333333334,0.8416271307505667,0.91,256,0.4,4,0.001,25,40
13,1,14,0.0835041455086159,0.9738888888888889,1.1474120291532017,0.875,256,0.4,4,0.001,25,40
14,1,15,0.060368386310983624,0.9833333333333333,0.6952434349805117,0.9,256,0.4,4,0.001,25,40
15,1,16,0.16204973519193622,0.965,1.6274899971272134,0.87,256,0.4,4,0.001,25,40
16,1,17,0.11892533366143551,0.9705555555555555,1.0691189276985824,0.86,256,0.4,4,0.001,25,40
17,1,18,0.09927915681593744,0.98,0.8755209464579821,0.9,256,0.4,4,0.001,25,40
18,1,19,0.05401048786758464,0.9805555555555555,0.7006893872458022,0.92,256,0.4,4,0.001,25,40
19,1,20,0.0943891417781136,0.9722222222222222,0.813162018195726,0.89,256,0.4,4,0.001,25,40
20,1,21,0.08203727232022276,0.9827777777777778,0.7151512212585658,0.88,256,0.4,4,0.001,25,40
21,1,22,0.06003825170211741,0.9888888888888889,0.9903377844020724,0.94,256,0.4,4,0.001,25,40
22,1,23,0.062448618418481296,0.9816666666666667,1.071866956888698,0.895,256,0.4,4,0.001,25,40
23,1,24,0.07450689303318035,0.9838888888888889,1.3124481642153114,0.9,256,0.4,4,0.001,25,40
24,1,25,0.037219806702335094,0.9883333333333333,1.563268342986703,0.9,256,0.4,4,0.001,25,40
25,1,26,0.13414136394084786,0.98,1.8711421333928229,0.86,256,0.4,4,0.001,25,40
26,1,27,0.03285353910679313,0.9877777777777778,1.5244033399503678,0.875,256,0.4,4,0.001,25,40
27,1,28,0.053133317783348843,0.9894444444444445,1.0425679214531556,0.895,256,0.4,4,0.001,25,40
28,1,29,0.05652361402882712,0.985,0.9762608595192432,0.885,256,0.4,4,0.001,25,40
29,1,30,0.07958719740009063,0.9794444444444445,1.7504048079717904,0.875,256,0.4,4,0.001,25,40
30,1,31,0.08358734344669976,0.9816666666666667,2.323365127245779,0.865,256,0.4,4,0.001,25,40
31,1,32,0.09179954525358704,0.98,1.3503400422632694,0.9,256,0.4,4,0.001,25,40
32,1,33,0.03333122453084848,0.9922222222222222,1.4445407858002,0.905,256,0.4,4,0.001,25,40
33,1,34,0.1093666002225583,0.98,1.4683160753629636,0.905,256,0.4,4,0.001,25,40
34,1,35,0.10103531898175956,0.9777777777777777,1.8653349426049317,0.91,256,0.4,4,0.001,25,40
35,1,36,0.07094037020290027,0.985,1.6051651386078447,0.88,256,0.4,4,0.001,25,40
36,1,37,0.054608596348518605,0.9838888888888889,1.642043225467205,0.91,256,0.4,4,0.001,25,40
37,1,38,0.0269557682085102,0.9933333333333333,1.7137501372490078,0.89,256,0.4,4,0.001,25,40
38,1,39,0.03254392238074616,0.9894444444444445,2.017717789625749,0.915,256,0.4,4,0.001,25,40
39,1,40,0.056419874809337266,0.9905555555555555,1.3817994985729456,0.905,256,0.4,4,0.001,25,40
40,2,1,1.008477107518249,0.7272222222222222,0.6241891598328948,0.835,256,0.5,4,0.001,25,40
41,2,2,0.34212072294515866,0.8733333333333333,0.5340782981365919,0.87,256,0.5,4,0.001,25,40
42,2,3,0.2962879293805195,0.9016666666666666,0.7253817297751084,0.845,256,0.5,4,0.001,25,40
43,2,4,0.27474000092802775,0.915,0.5487276175990701,0.895,256,0.5,4,0.001,25,40
44,2,5,0.2638989113943858,0.9216666666666666,0.5875680376775563,0.885,256,0.5,4,0.001,25,40
45,2,6,0.20187509977080886,0.9355555555555556,0.7006170321255922,0.905,256,0.5,4,0.001,25,40
46,2,7,0.2034367780191436,0.9455555555555556,0.9684538156725466,0.87,256,0.5,4,0.001,25,40
47,2,8,0.2102497789180941,0.9411111111111111,0.7186030019074678,0.855,256,0.5,4,0.001,25,40
48,2,9,0.1333057728414941,0.9577777777777777,0.8312176368199289,0.895,256,0.5,4,0.001,25,40
49,2,10,0.09927910338026574,0.9638888888888889,1.0065714462471078,0.89,256,0.5,4,0.001,25,40
50,2,11,0.11465150948677344,0.9711111111111111,1.8514169929549098,0.815,256,0.5,4,0.001,25,40
51,2,12,0.11010753507354012,0.9666666666666667,0.8022577613592148,0.89,256,0.5,4,0.001,25,40
52,2,13,0.1365552791386209,0.9694444444444444,1.3049793178215623,0.885,256,0.5,4,0.001,25,40
53,2,14,0.1214895231933042,0.9638888888888889,1.2062694914638996,0.875,256,0.5,4,0.001,25,40
54,2,15,0.0896189023471834,0.9755555555555555,1.1767497900291346,0.915,256,0.5,4,0.001,25,40
55,2,16,0.23051339378416458,0.9488888888888889,1.5589117128401995,0.88,256,0.5,4,0.001,25,40
56,2,17,0.26819779229764307,0.9394444444444444,1.317755747877527,0.885,256,0.5,4,0.001,25,40
57,2,18,0.1416504476646373,0.9661111111111111,1.438768981024623,0.89,256,0.5,4,0.001,25,40
58,2,19,0.11067876274790302,0.9727777777777777,1.3432692401111126,0.9,256,0.5,4,0.001,25,40
59,2,20,0.09446549897527096,0.9738888888888889,1.3618588756799,0.89,256,0.5,4,0.001,25,40
60,2,21,0.08336506344049768,0.9811111111111112,1.6245659310370684,0.875,256,0.5,4,0.001,25,40
61,2,22,0.13256923902529,0.9711111111111111,0.8955915356054902,0.9,256,0.5,4,0.001,25,40
62,2,23,0.056550956786446074,0.9827777777777778,0.9259856191347353,0.935,256,0.5,4,0.001,25,40
63,2,24,0.11610761007129138,0.9805555555555555,1.066239474224858,0.91,256,0.5,4,0.001,25,40
64,2,25,0.07902143852749709,0.9777777777777777,2.0936100594699383,0.86,256,0.5,4,0.001,25,40
65,2,26,0.13723817689323267,0.975,0.9286900942097418,0.895,256,0.5,4,0.001,25,40
66,2,27,0.07093469838811789,0.9811111111111112,1.2373934625647962,0.915,256,0.5,4,0.001,25,40
67,2,28,0.09439900858300614,0.98,1.1640910834539682,0.915,256,0.5,4,0.001,25,40
68,2,29,0.07027317339887101,0.985,1.3346234562377504,0.905,256,0.5,4,0.001,25,40
69,2,30,0.05232624760007335,0.9827777777777778,1.7262525553815067,0.88,256,0.5,4,0.001,25,40
70,2,31,0.08713725000073838,0.9827777777777778,1.697276740334928,0.9,256,0.5,4,0.001,25,40
71,2,32,0.06782465591876037,0.9822222222222222,1.7196947475895286,0.87,256,0.5,4,0.001,25,40
72,2,33,0.06494528104019143,0.9855555555555555,1.9778008776761453,0.885,256,0.5,4,0.001,25,40
73,2,34,0.13340254560175108,0.98,2.796122137112434,0.865,256,0.5,4,0.001,25,40
74,2,35,0.2210538165155261,0.9672222222222222,1.2932145977838445,0.895,256,0.5,4,0.001,25,40
75,2,36,0.14737691825373783,0.9672222222222222,1.073733841534704,0.925,256,0.5,4,0.001,25,40
76,2,37,0.11791369852045482,0.9777777777777777,1.8940180595964193,0.895,256,0.5,4,0.001,25,40
77,2,38,0.10593192522388058,0.9822222222222222,2.290206816800719,0.9,256,0.5,4,0.001,25,40
78,2,39,0.11212119015406054,0.9794444444444445,2.562337970797671,0.88,256,0.5,4,0.001,25,40
79,2,40,0.10919706612696765,0.9816666666666667,1.879530382255325,0.905,256,0.5,4,0.001,25,40
80,3,1,0.8593550754917992,0.7577777777777778,0.3928268179297447,0.875,512,0.4,4,0.001,25,40
81,3,2,0.32114300263735157,0.8883333333333333,0.4479814674705267,0.86,512,0.4,4,0.001,25,40
82,3,3,0.23614524493718314,0.9144444444444444,0.48974489606916904,0.88,512,0.4,4,0.001,25,40
83,3,4,0.1880767133099855,0.9405555555555556,0.6067949747666717,0.895,512,0.4,4,0.001,25,40
84,3,5,0.1841561667388305,0.94,0.6996986743761227,0.89,512,0.4,4,0.001,25,40
85,3,6,0.16902218968607485,0.945,0.6266745738685131,0.87,512,0.4,4,0.001,25,40
86,3,7,0.14295558611249565,0.9555555555555556,0.9324309530202299,0.905,512,0.4,4,0.001,25,40
87,3,8,0.16180031673017461,0.9544444444444444,0.9103372106328607,0.905,512,0.4,4,0.001,25,40
88,3,9,0.13903713522833844,0.9655555555555555,0.9932263027876616,0.865,512,0.4,4,0.001,25,40
89,3,10,0.11584641587170255,0.9661111111111111,1.0488408543169498,0.91,512,0.4,4,0.001,25,40
90,3,11,0.13943295849266077,0.9583333333333334,1.1195182732772082,0.855,512,0.4,4,0.001,25,40
91,3,12,0.08991314872239148,0.9738888888888889,0.947094664326869,0.91,512,0.4,4,0.001,25,40
92,3,13,0.09285481192313859,0.9716666666666667,1.0860562101006508,0.905,512,0.4,4,0.001,25,40
93,3,14,0.08637467729360854,0.9794444444444445,1.0976670137606561,0.915,512,0.4,4,0.001,25,40
94,3,15,0.11751481375458095,0.9794444444444445,1.676278832135722,0.875,512,0.4,4,0.001,25,40
95,3,16,0.08500512354819673,0.9733333333333334,1.363235853612423,0.9,512,0.4,4,0.001,25,40
96,3,17,0.10901448437289218,0.9772222222222222,1.2577102156355977,0.91,512,0.4,4,0.001,25,40
97,3,18,0.08368146718264076,0.9788888888888889,1.319951619952917,0.885,512,0.4,4,0.001,25,40
98,3,19,0.07247826444030478,0.9805555555555555,1.1126962848939002,0.895,512,0.4,4,0.001,25,40
99,3,20,0.06780936974542505,0.9844444444444445,1.340587436396163,0.895,512,0.4,4,0.001,25,40
100,3,21,0.12219261907592131,0.9705555555555555,1.6325302873974579,0.895,512,0.4,4,0.001,25,40
101,3,22,0.17146174656840793,0.9694444444444444,1.8671115636825562,0.87,512,0.4,4,0.001,25,40
102,3,23,0.11738218582499371,0.9755555555555555,1.7623776569962502,0.855,512,0.4,4,0.001,25,40
103,3,24,0.10675712359699535,0.975,1.1408904813579284,0.9,512,0.4,4,0.001,25,40
104,3,25,0.09472984130661644,0.9833333333333333,0.7094318651652429,0.92,512,0.4,4,0.001,25,40
105,3,26,0.042538214175999026,0.99,1.4016736429766752,0.875,512,0.4,4,0.001,25,40
106,3,27,0.12402785343243236,0.9794444444444445,1.3908220417797565,0.915,512,0.4,4,0.001,25,40
107,3,28,0.0978029807759157,0.9861111111111112,1.4892119243741035,0.885,512,0.4,4,0.001,25,40
108,3,29,0.06744553089018643,0.9827777777777778,1.7153100036084652,0.89,512,0.4,4,0.001,25,40
109,3,30,0.10056382251683733,0.9805555555555555,1.4404331679834286,0.87,512,0.4,4,0.001,25,40
110,3,31,0.07965934598818987,0.9822222222222222,1.5187827521003783,0.91,512,0.4,4,0.001,25,40
111,3,32,0.032714328072567245,0.9911111111111112,1.5343878790736198,0.885,512,0.4,4,0.001,25,40
112,3,33,0.04693762448127911,0.9866666666666667,1.9447209018762805,0.895,512,0.4,4,0.001,25,40
113,3,34,0.07687998643798287,0.9861111111111112,1.8650231678038836,0.88,512,0.4,4,0.001,25,40
114,3,35,0.09408446722953635,0.985,1.2439976907335222,0.895,512,0.4,4,0.001,25,40
115,3,36,0.036266226890318,0.9872222222222222,1.8789356736988339,0.915,512,0.4,4,0.001,25,40
116,3,37,0.06994040591000779,0.985,2.7348889112472534,0.88,512,0.4,4,0.001,25,40
117,3,38,0.0801358766893003,0.9833333333333333,3.08785719516365,0.89,512,0.4,4,0.001,25,40
118,3,39,0.07320759861006662,0.9838888888888889,1.7962708696722984,0.895,512,0.4,4,0.001,25,40
119,3,40,0.036628269675450596,0.99,1.757345931695454,0.9,512,0.4,4,0.001,25,40
120,4,1,1.0308355564872425,0.7277777777777777,0.5105885341763496,0.855,512,0.5,4,0.001,25,40
121,4,2,0.39351627401386696,0.86,0.4290650635957718,0.875,512,0.5,4,0.001,25,40
122,4,3,0.23347504480948877,0.9188888888888889,0.4752257685177028,0.865,512,0.5,4,0.001,25,40
123,4,4,0.23143215345852594,0.9244444444444444,0.8463140139356256,0.86,512,0.5,4,0.001,25,40
124,4,5,0.25857949470325065,0.9277777777777778,0.5854886099696159,0.875,512,0.5,4,0.001,25,40
125,4,6,0.2009636960477413,0.9383333333333334,0.9818908087909222,0.86,512,0.5,4,0.001,25,40
126,4,7,0.17660489399956228,0.9527777777777777,0.5879641668871045,0.92,512,0.5,4,0.001,25,40
127,4,8,0.16035093624001698,0.9538888888888889,0.9153495579957962,0.89,512,0.5,4,0.001,25,40
128,4,9,0.1347237542957171,0.9611111111111111,1.1994968387589324,0.87,512,0.5,4,0.001,25,40
129,4,10,0.14175868921706247,0.9605555555555556,0.7847237577661872,0.855,512,0.5,4,0.001,25,40
130,4,11,0.12889529787642257,0.9677777777777777,0.9907136186957359,0.87,512,0.5,4,0.001,25,40
131,4,12,0.16208017331155133,0.9538888888888889,0.9073699861764908,0.88,512,0.5,4,0.001,25,40
132,4,13,0.13788009123143435,0.9622222222222222,1.6777136912569404,0.83,512,0.5,4,0.001,25,40
133,4,14,0.15312945474983686,0.9666666666666667,1.3277573605868156,0.89,512,0.5,4,0.001,25,40
134,4,15,0.17641967778894874,0.9638888888888889,0.9087261762470007,0.88,512,0.5,4,0.001,25,40
135,4,16,0.14872426999156435,0.9666666666666667,0.8020987588679418,0.93,512,0.5,4,0.001,25,40
136,4,17,0.14120303813999474,0.965,1.5010359201696701,0.865,512,0.5,4,0.001,25,40
137,4,18,0.10004538973163335,0.9744444444444444,0.9930723235011101,0.91,512,0.5,4,0.001,25,40
138,4,19,0.1242880487646087,0.97,1.2560858651995659,0.9,512,0.5,4,0.001,25,40
139,4,20,0.12774737462891356,0.9683333333333334,1.3699745670892298,0.895,512,0.5,4,0.001,25,40
140,4,21,0.1192937588465479,0.9733333333333334,2.0464433222077787,0.865,512,0.5,4,0.001,25,40
141,4,22,0.20214144803431427,0.9661111111111111,1.5923436607699841,0.895,512,0.5,4,0.001,25,40
142,4,23,0.1196096401614734,0.9755555555555555,2.0889497372913866,0.875,512,0.5,4,0.001,25,40
143,4,24,0.14614864694942595,0.9727777777777777,1.2510712858484112,0.92,512,0.5,4,0.001,25,40
144,4,25,0.1290434028846078,0.9761111111111112,1.7554283580175252,0.89,512,0.5,4,0.001,25,40
145,4,26,0.07262233532728463,0.9827777777777778,1.720859145745635,0.905,512,0.5,4,0.001,25,40
146,4,27,0.07702630926397368,0.9822222222222222,2.48443123139441,0.865,512,0.5,4,0.001,25,40
147,4,28,0.12623607062267547,0.9777777777777777,2.630924479162786,0.88,512,0.5,4,0.001,25,40
148,4,29,0.09086462432253689,0.9838888888888889,2.451327725754709,0.89,512,0.5,4,0.001,25,40
149,4,30,0.15220484549172178,0.9766666666666667,2.1505119546673086,0.905,512,0.5,4,0.001,25,40
150,4,31,0.21099118031778857,0.9744444444444444,1.9172383809018356,0.87,512,0.5,4,0.001,25,40
151,4,32,0.12191834811591108,0.9811111111111112,2.142354566603899,0.905,512,0.5,4,0.001,25,40
152,4,33,0.17300768065045558,0.97,1.7635486704530194,0.9,512,0.5,4,0.001,25,40
153,4,34,0.13496706199433361,0.9783333333333334,2.4540498664282495,0.87,512,0.5,4,0.001,25,40
154,4,35,0.10159573635131015,0.9833333333333333,1.498519608285278,0.88,512,0.5,4,0.001,25,40
155,4,36,0.11037837624525411,0.9788888888888889,2.124072059697937,0.9,512,0.5,4,0.001,25,40
156,4,37,0.14994699986770882,0.9777777777777777,1.8634799551218748,0.875,512,0.5,4,0.001,25,40
157,4,38,0.08266394678250802,0.9838888888888889,2.145673365230323,0.91,512,0.5,4,0.001,25,40
158,4,39,0.14194418896299177,0.9816666666666667,3.166669820609968,0.91,512,0.5,4,0.001,25,40
159,4,40,0.09066557728623531,0.9822222222222222,2.6093114294810675,0.89,512,0.5,4,0.001,25,40
